Taran   453|563   endyydne   428|522   Bebikson   48   2021/02/05 06:52:51   2/6   2021/02/06 07:53:31   
Taran   453|563   endyydne   403|561   rugasz   50   2021/02/05 06:53:02   5/6   2021/02/06 08:56:47   
Taran   453|563   endyydne   404|555   rugasz   49   2021/02/05 06:53:14   4/6   2021/02/06 08:44:46   
Taran   461|545   endyydne   409|551   rugasz   52   2021/02/05 07:17:37   2/3   2021/02/06 10:33:24   
Taran   461|545   endyydne   407|555   rugasz   54   2021/02/05 07:17:43   3/3   2021/02/06 11:53:55   
Taran   461|545   endyydne   414|553   Alu.   47   2021/02/05 07:17:52   1/3   2021/02/06 08:07:45   
Taran (1)   467|541   endyydne   415|559   fluffy1321   55   2021/02/05 09:38:25   1/2   2021/02/06 14:18:01   
Taran   467|541   endyydne   414|557   Alu.   55   2021/02/05 09:38:42   2/2   2021/02/06 14:28:47   
Taran   466|575   endyydne   414|557   Alu.   55   2021/02/05 09:41:18   1/1   2021/02/06 14:20:54   
Taran off   483|618   pasztetinio   398|563   rugasz   101   2021/02/04 06:36:48   4/11   2021/02/06 11:20:38   
Taran   476|619   pasztetinio   452|533   Primokret   89   2021/02/04 14:10:33   5/10   2021/02/06 12:40:44   
Taran   476|619   pasztetinio   399|584   CoTyTutajRobisz   84   2021/02/04 14:11:27   3/10   2021/02/06 10:14:37   
Taran   474|603   pasztetinio   438|522   Alu.   88   2021/02/04 17:05:46   5/6   2021/02/06 15:15:45   
Taran   474|603   pasztetinio   418|538   Alu.   85   2021/02/04 17:05:52   4/6   2021/02/06 13:47:00   
Taran   474|603   pasztetinio   411|552   Alu.   81   2021/02/04 17:06:08   2/6   2021/02/06 11:19:07   
Taran   474|603   pasztetinio   399|572   CoTyTutajRobisz   81   2021/02/04 17:06:34   3/6   2021/02/06 11:22:38   
Taran   455|657   Karłowaty Bór   399|573   CoTyTutajRobisz   100   2021/02/04 07:20:07   1/1   2021/02/06 11:54:58   
Taran   474|622   Karłowaty Bór   400|584   CoTyTutajRobisz   83   2021/02/04 14:12:20   1/3   2021/02/06 09:31:55   
Taran   456|624   Karłowaty Bór   397|569   CoTyTutajRobisz   80   2021/02/04 18:39:33   2/4   2021/02/06 12:40:10   
Taran   385|604   Karłowaty Bór   422|532   Bebikson   80   2021/02/04 21:27:29   3/5   2021/02/06 15:37:11   
Taran   385|604   Karłowaty Bór   418|531   Bebikson   80   2021/02/04 21:27:40   2/5   2021/02/06 15:11:11   
Taran   388|605   Karłowaty Bór   418|532   Bebikson   78   2021/02/04 21:28:13   3/4   2021/02/06 14:34:36   
Taran   388|605   Karłowaty Bór   433|541   Primokret   78   2021/02/04 21:28:22   2/4   2021/02/06 14:13:16   
Taran   391|605   Karłowaty Bór   453|557   DORODNY_OCHOTNIK   78   2021/02/04 21:28:28   4/4   2021/02/06 14:18:46   
Taran O   390|606   Karłowaty Bór   382|538   DORODNY_OCHOTNIK   68   2021/02/04 21:28:51   1/3   2021/02/06 09:08:30   
Taran   390|606   Karłowaty Bór   418|531   Bebikson   80   2021/02/04 21:28:58   2/3   2021/02/06 15:10:44   
Taran   390|606   Karłowaty Bór   439|542   Primokret   80   2021/02/04 21:29:16   3/3   2021/02/06 15:28:08   
Taran   389|611   Karłowaty Bór   434|557   rugasz   70   2021/02/04 21:29:24   2/4   2021/02/06 10:06:02   
Miecz (1)   400|608   Karłowaty Bór   393|542   fluffy1321   66   2021/02/04 21:29:43   1/4   2021/02/06 08:03:47   
Taran   451|604   Karłowaty Bór   452|533   Primokret   71   2021/02/04 21:29:58   2/4   2021/02/06 10:28:56   
Taran   447|613   Karłowaty Bór   444|543   Primokret   70   2021/02/04 21:30:18   2/4   2021/02/06 09:59:48   
Taran   447|613   Karłowaty Bór   449|543   Primokret   70   2021/02/04 21:30:38   1/4   2021/02/06 09:59:02   
Taran   447|622   Karłowaty Bór   459|551   DORODNY_OCHOTNIK   72   2021/02/04 21:30:51   1/3   2021/02/06 11:01:04   
Taran   447|622   Karłowaty Bór   412|558   rugasz   72   2021/02/04 21:31:07   2/3   2021/02/06 11:30:39   
Miecz (1)   447|626   Karłowaty Bór   458|555   fluffy1321   71   2021/02/04 21:31:41   1/4   2021/02/06 10:56:54   
Taran   456|624   Karłowaty Bór   421|558   rugasz   74   2021/02/04 21:40:18   1/4   2021/02/06 12:34:52   
Taran   474|622   Karłowaty Bór   459|551   DORODNY_OCHOTNIK   72   2021/02/04 21:40:33   2/3   2021/02/06 11:28:17   
Taran   390|605   Karłowaty Bór   422|538   Bebikson   74   2021/02/04 21:43:56   1/1   2021/02/06 12:24:13   
Taran   409|601   Karłowaty Bór   465|543   DORODNY_OCHOTNIK   80   2021/02/04 21:44:03   2/2   2021/02/06 15:43:30   
Taran   449|604   Karłowaty Bór   464|529   DORODNY_OCHOTNIK   76   2021/02/04 21:44:14   2/3   2021/02/06 13:34:24   
Taran   461|601   Karłowaty Bór   429|530   Bebikson   77   2021/02/04 21:44:58   1/3   2021/02/06 14:18:39   
Taran   447|614   Karłowaty Bór   456|541   DORODNY_OCHOTNIK   73   2021/02/04 21:45:55   2/3   2021/02/06 12:04:26   
Taran   449|614   Karłowaty Bór   446|533   Primokret   81   2021/02/04 21:46:09   2/2   2021/02/06 15:59:08   
Taran   469|616   Karłowaty Bór   407|564   rugasz   80   2021/02/04 21:47:11   2/2   2021/02/06 15:55:56   
Taran   469|616   Karłowaty Bór   454|541   DORODNY_OCHOTNIK   76   2021/02/04 21:47:19   1/2   2021/02/06 13:37:29   
Taran   473|618   Karłowaty Bór   465|540   DORODNY_OCHOTNIK   78   2021/02/04 21:49:57   1/2   2021/02/06 14:40:14   
Taran   473|619   Karłowaty Bór   459|543   DORODNY_OCHOTNIK   77   2021/02/04 21:50:16   1/2   2021/02/06 14:05:14   
Taran   447|622   Karłowaty Bór   398|587   CoTyTutajRobisz   60   2021/02/05 06:19:41   3/3   2021/02/06 13:41:26   
Taran   447|613   Karłowaty Bór   400|574   CoTyTutajRobisz   61   2021/02/05 06:19:58   4/4   2021/02/06 14:08:32   
Taran   451|604   Karłowaty Bór   398|586   CoTyTutajRobisz   55   2021/02/05 06:20:16   4/4   2021/02/06 11:29:26   
Taran   452|590   Karłowaty Bór   458|537   DORODNY_OCHOTNIK   53   2021/02/05 08:03:14   2/3   2021/02/06 11:50:04   
Taran   400|608   Karłowaty Bór   400|570   CoTyTutajRobisz   38   2021/02/05 14:39:06   2/4   2021/02/06 10:26:36   
Taran   388|605   Karłowaty Bór   401|572   rugasz   35   2021/02/05 14:39:19   1/4   2021/02/06 09:07:42   
Taran   385|604   Karłowaty Bór   398|572   CoTyTutajRobisz   34   2021/02/05 14:39:29   1/5   2021/02/06 08:38:52   
Taran   391|605   Karłowaty Bór   397|569   CoTyTutajRobisz   36   2021/02/05 14:39:47   1/4   2021/02/06 09:40:18   
Taran   381|605   Karłowaty Bór   400|570   CoTyTutajRobisz   39   2021/02/05 14:40:08   2/5   2021/02/06 11:24:40   
Taran   389|611   Karłowaty Bór   400|570   CoTyTutajRobisz   42   2021/02/05 14:40:27   4/4   2021/02/06 12:47:00   
Taran F O   472|600   tu-gina-ludzie   390|547   wojna3333   97   2021/02/04 07:30:51   3/5   2021/02/06 10:22:01   
Taran   477|590   tu-gina-ludzie   392|548   DORODNY_OCHOTNIK   94   2021/02/04 07:31:01   1/4   2021/02/06 08:53:50   
Taran   489|580   tu-gina-ludzie   387|547   DORODNY_OCHOTNIK   107   2021/02/04 07:31:20   4/4   2021/02/06 15:21:30   
Taran   389|579   tu-gina-ludzie   476|533   DORODNY_OCHOTNIK   98   2021/02/04 07:32:03   1/1   2021/02/06 10:47:26   
Taran   472|600   tu-gina-ludzie   426|519   Bebikson   93   2021/02/04 09:35:24   2/5   2021/02/06 10:06:21   
Taran   472|600   tu-gina-ludzie   427|519   Bebikson   92   2021/02/04 09:35:58   1/5   2021/02/06 09:51:36   
Taran   478|601   tu-gina-ludzie   445|519   Alu.   88   2021/02/04 09:36:45   1/3   2021/02/06 07:38:58   
Taran   478|601   tu-gina-ludzie   443|519   Alu.   89   2021/02/04 09:36:58   2/3   2021/02/06 08:03:08   
Taran   477|590   tu-gina-ludzie   440|504   Alu.   93   2021/02/04 09:40:14   4/4   2021/02/06 10:25:54   
Taran   485|571   tu-gina-ludzie   444|485   Bebikson   95   2021/02/04 09:42:52   1/4   2021/02/06 11:20:10   
Taran off   484|563   tu-gina-ludzie   402|553   rugasz   82   2021/02/04 16:12:05   6/13   2021/02/06 11:13:34   
Taran 1/5   484|563   tu-gina-ludzie   400|570   CoTyTutajRobisz   84   2021/02/04 16:14:48   7/13   2021/02/06 12:08:54   
Taran off   484|563   tu-gina-ludzie   406|561   rugasz   78   2021/02/04 16:15:00   1/13   2021/02/06 08:53:18   
Taran 1/5   484|563   tu-gina-ludzie   399|573   CoTyTutajRobisz   85   2021/02/04 16:15:18   9/13   2021/02/06 12:49:52   
Taran 1/5   484|563   tu-gina-ludzie   399|572   CoTyTutajRobisz   85   2021/02/04 16:15:51   8/13   2021/02/06 12:46:56   
fejk   403|505   tu-gina-ludzie   477|534   DORODNY_OCHOTNIK   79   2021/02/04 16:18:02   1/2   2021/02/06 09:41:46   
Taran   484|567   tu-gina-ludzie   409|542   Bebikson   79   2021/02/04 16:18:45   3/20   2021/02/06 09:29:16   
Taran off   484|567   tu-gina-ludzie   407|555   rugasz   77   2021/02/04 16:19:13   1/20   2021/02/06 08:54:31   
Taran   484|567   tu-gina-ludzie   406|539   Bebikson   82   2021/02/04 16:19:20   6/20   2021/02/06 11:29:07   
Taran off   484|567   tu-gina-ludzie   407|550   rugasz   78   2021/02/04 16:19:38   2/20   2021/02/06 09:23:50   
Taran   484|567   tu-gina-ludzie   402|557   rugasz   82   2021/02/04 17:41:30   9/20   2021/02/06 12:42:59   
Taran   484|567   tu-gina-ludzie   406|562   rugasz   78   2021/02/04 17:41:36   4/20   2021/02/06 10:24:07   
Taran   406|584   tu-gina-ludzie   432|522   Bebikson   67   2021/02/04 21:29:37   1/5   2021/02/06 08:30:35   
Taran   406|584   tu-gina-ludzie   445|519   Alu.   75   2021/02/04 21:29:59   2/5   2021/02/06 12:58:49   
Taran   418|589   tu-gina-ludzie   466|542   DORODNY_OCHOTNIK   67   2021/02/04 22:06:52   1/4   2021/02/06 09:06:12   
Taran   420|585   tu-gina-ludzie   457|530   Primokret   66   2021/02/04 22:08:20   1/4   2021/02/06 08:39:49   
Taran   420|585   tu-gina-ludzie   444|523   DORODNY_OCHOTNIK   66   2021/02/04 22:08:31   2/4   2021/02/06 08:46:07   
Taran   411|589   tu-gina-ludzie   448|518   Alu.   80   2021/02/04 22:09:46   4/4   2021/02/06 15:51:43   
Taran   411|589   tu-gina-ludzie   431|518   Bebikson   73   2021/02/04 22:09:57   3/4   2021/02/06 12:35:02   
Taran   411|584   tu-gina-ludzie   451|543   DORODNY_OCHOTNIK   57   2021/02/05 10:06:01   6/11   2021/02/06 15:56:01   
Taran   411|584   tu-gina-ludzie   395|543   rugasz   44   2021/02/05 10:06:22   1/11   2021/02/06 09:01:43   
Taran   411|584   tu-gina-ludzie   422|538   Bebikson   47   2021/02/05 10:07:03   3/11   2021/02/06 10:45:04   
Taran   472|600   tu-gina-ludzie   453|557   DORODNY_OCHOTNIK   47   2021/02/05 13:25:16   5/5   2021/02/06 13:54:21   
Taran   478|601   tu-gina-ludzie   459|555   fluffy1321   49   2021/02/05 13:25:32   3/3   2021/02/06 15:20:50   
Taran   485|571   tu-gina-ludzie   454|531   DORODNY_OCHOTNIK   50   2021/02/05 13:25:55   4/4   2021/02/06 15:47:22   
Taran   489|580   tu-gina-ludzie   468|537   DORODNY_OCHOTNIK   47   2021/02/05 13:26:04   3/4   2021/02/06 14:21:30   
Taran   411|579   tu-gina-ludzie   393|542   fluffy1321   41   2021/02/05 13:26:35   2/5   2021/02/06 10:52:24   
Taran   411|584   tu-gina-ludzie   397|548   rugasz   38   2021/02/05 13:27:00   2/11   2021/02/06 09:34:04   
Taran   411|587   tu-gina-ludzie   434|557   rugasz   37   2021/02/05 13:27:06   1/3   2021/02/06 09:08:25   
Taran   410|588   tu-gina-ludzie   408|544   rugasz   44   2021/02/05 13:27:43   1/3   2021/02/06 12:24:08   
Taran   407|584   tu-gina-ludzie   386|543   DORODNY_OCHOTNIK   46   2021/02/05 13:27:49   1/5   2021/02/06 13:27:22   
Taran   411|590   tu-gina-ludzie   402|541   rugasz   49   2021/02/05 13:28:15   1/1   2021/02/06 15:25:07   
Taran   393|582   tu-gina-ludzie   380|547   DORODNY_OCHOTNIK   37   2021/02/05 13:28:27   1/4   2021/02/06 08:55:12   
Taran   458|597   Hasarin   385|541   DORODNY_OCHOTNIK   92   2021/02/04 07:36:51   1/6   2021/02/06 07:32:02   
Taran   467|626   Hasarin   446|533   Primokret   95   2021/02/04 07:37:51   2/4   2021/02/06 09:17:16   
Taran fejk   467|626   Hasarin   404|556   rugasz   94   2021/02/04 07:37:59   1/4   2021/02/06 08:40:58   
Taran   467|626   Hasarin   445|521   DORODNY_OCHOTNIK   107   2021/02/04 07:38:07   4/4   2021/02/06 15:30:37   
Taran   471|628   Hasarin   476|533   DORODNY_OCHOTNIK   95   2021/02/04 07:40:47   2/3   2021/02/06 09:13:39   
Taran   471|628   Hasarin   446|526   Primokret   105   2021/02/04 07:41:25   3/3   2021/02/06 14:23:16   
Taran   408|604   Hasarin   454|521   Alu.   94   2021/02/04 07:41:53   2/6   2021/02/06 09:07:20   
Taran   407|606   Hasarin   451|513   Alu.   102   2021/02/04 07:42:29   5/5   2021/02/06 13:17:35   
Taran   409|607   Hasarin   451|514   Alu.   102   2021/02/04 07:42:54   2/6   2021/02/06 12:51:47   
Taran   408|602   Hasarin   450|515   Alu.   96   2021/02/04 07:50:38   1/3   2021/02/06 10:09:37   
Taran   407|604   Hasarin   466|529   DORODNY_OCHOTNIK   95   2021/02/04 08:47:02   4/4   2021/02/06 10:29:05   
Taran   407|604   Hasarin   431|517   Bebikson   90   2021/02/04 08:47:14   1/4   2021/02/06 07:47:32   
Taran   407|604   Hasarin   453|524   Primokret   92   2021/02/04 08:47:50   2/4   2021/02/06 08:51:39   
fejk   404|602   Hasarin   468|537   DORODNY_OCHOTNIK   91   2021/02/04 09:29:00   1/2   2021/02/06 08:59:37   
Taran   438|626   Hasarin   446|532   Primokret   94   2021/02/04 09:58:57   1/2   2021/02/06 11:07:04   
Taran   405|603   Hasarin   442|518   Alu.   92   2021/02/04 10:51:27   3/3   2021/02/06 11:08:27   
Taran   405|603   Hasarin   465|540   DORODNY_OCHOTNIK   87   2021/02/04 10:51:33   2/3   2021/02/06 08:10:18   
Taran   405|603   Hasarin   447|528   Primokret   85   2021/02/04 10:51:41   1/3   2021/02/06 07:37:55   
Taran   406|604   Hasarin   444|525   Primokret   87   2021/02/04 10:51:54   2/3   2021/02/06 08:31:25   
Taran   406|604   Hasarin   438|524   Alu.   86   2021/02/04 10:52:02   1/3   2021/02/06 07:44:37   
Taran (1)   458|597   Hasarin   394|539   fluffy1321   86   2021/02/04 11:29:29   4/6   2021/02/06 08:28:35   
Taran   441|601   Hasarin   443|516   Alu.   85   2021/02/04 11:30:35   1/2   2021/02/06 07:47:34   
Taran   441|601   Hasarin   456|515   DORODNY_OCHOTNIK   87   2021/02/04 11:30:51   2/2   2021/02/06 08:58:55   
Taran   437|596   Hasarin   459|513   Alu.   85   2021/02/04 11:31:10   1/1   2021/02/06 08:14:29   
Taran   433|595   Hasarin   459|513   Alu.   86   2021/02/04 11:32:03   1/1   2021/02/06 08:20:17   
Taran   416|590   Hasarin   451|513   Alu.   84   2021/02/04 11:32:40   1/4   2021/02/06 07:35:50   
Taran   416|590   Hasarin   456|515   DORODNY_OCHOTNIK   85   2021/02/04 11:32:49   2/4   2021/02/06 07:49:04   
Taran   411|593   Hasarin   456|514   Alu.   90   2021/02/04 11:33:09   3/6   2021/02/06 10:54:19   
Taran   411|593   Hasarin   466|529   DORODNY_OCHOTNIK   84   2021/02/04 11:33:16   1/6   2021/02/06 07:30:20   
Taran   411|594   Hasarin   448|518   Alu.   84   2021/02/04 11:33:26   1/4   2021/02/06 07:34:56   
Taran   411|594   Hasarin   456|515   DORODNY_OCHOTNIK   90   2021/02/04 11:33:35   2/4   2021/02/06 10:54:45   
Taran fejk   467|626   Hasarin   401|555   rugasz   96   2021/02/04 11:33:53   3/4   2021/02/06 14:03:12   
Taran   405|586   Hasarin   447|517   Alu.   80   2021/02/04 15:06:50   2/5   2021/02/06 09:11:08   
Taran   405|586   Hasarin   454|525   DORODNY_OCHOTNIK   78   2021/02/04 15:07:09   1/5   2021/02/06 07:52:15   
Taran   410|594   Hasarin   448|517   Alu.   85   2021/02/04 15:07:35   2/5   2021/02/06 11:50:54   
Taran   410|594   Hasarin   452|515   Alu.   89   2021/02/04 15:07:47   4/5   2021/02/06 13:43:44   
Taran   411|596   Hasarin   445|521   DORODNY_OCHOTNIK   82   2021/02/04 15:07:56   3/6   2021/02/06 10:01:16   
Taran   411|596   Hasarin   452|520   Alu.   86   2021/02/04 15:08:05   4/6   2021/02/06 12:06:39   
Taran   406|590   Hasarin   452|520   Alu.   83   2021/02/04 15:08:31   2/4   2021/02/06 10:46:04   
Taran   406|590   Hasarin   476|533   DORODNY_OCHOTNIK   90   2021/02/04 15:08:37   4/4   2021/02/06 14:09:36   
Taran   404|588   Hasarin   454|521   Alu.   83   2021/02/04 15:08:57   2/2   2021/02/06 10:41:28   
Taran   404|588   Hasarin   443|519   Alu.   79   2021/02/04 15:09:18   1/2   2021/02/06 08:26:08   
Taran   406|594   Hasarin   468|539   DORODNY_OCHOTNIK   82   2021/02/04 15:09:27   1/3   2021/02/06 10:19:26   
Taran   411|595   Hasarin   462|528   DORODNY_OCHOTNIK   84   2021/02/04 15:09:56   1/2   2021/02/06 11:01:15   
Taran   406|596   Hasarin   470|546   DORODNY_OCHOTNIK   81   2021/02/04 15:10:15   2/6   2021/02/06 09:28:14   
Taran   410|597   Hasarin   451|514   Alu.   92   2021/02/04 15:10:45   3/3   2021/02/06 15:23:42   
Taran   410|597   Hasarin   457|534   DORODNY_OCHOTNIK   78   2021/02/04 15:10:57   2/3   2021/02/06 08:07:12   
Taran   408|594   Hasarin   439|521   Alu.   79   2021/02/04 15:11:10   2/5   2021/02/06 08:29:35   
Taran   406|598   Hasarin   454|532   DORODNY_OCHOTNIK   81   2021/02/04 15:11:55   2/4   2021/02/06 09:42:12   
Taran   406|598   Hasarin   447|528   Primokret   81   2021/02/04 15:12:08   1/4   2021/02/06 09:27:15   
Taran   407|606   Hasarin   437|524   Alu.   87   2021/02/04 15:12:22   4/5   2021/02/06 12:40:58   
Taran   409|607   Hasarin   456|533   DORODNY_OCHOTNIK   87   2021/02/04 15:12:35   3/6   2021/02/06 12:52:06   
Taran   408|614   Hasarin   454|533   DORODNY_OCHOTNIK   93   2021/02/04 15:13:06   3/4   2021/02/06 15:44:03   
Taran   405|584   Hasarin   476|533   DORODNY_OCHOTNIK   87   2021/02/04 15:13:40   1/1   2021/02/06 12:45:30   
Taran   408|613   Hasarin   459|543   DORODNY_OCHOTNIK   86   2021/02/04 15:13:50   3/5   2021/02/06 12:20:21   
Taran   408|613   Hasarin   447|539   Primokret   83   2021/02/04 15:14:02   2/5   2021/02/06 10:48:02   
Taran   408|613   Hasarin   457|536   DORODNY_OCHOTNIK   91   2021/02/04 15:14:13   4/5   2021/02/06 14:46:22   
Taran   408|613   Hasarin   445|540   Primokret   81   2021/02/04 15:14:29   1/5   2021/02/06 09:52:02   
Taran (1)   437|630   Hasarin   457|553   fluffy1321   79   2021/02/04 15:14:35   1/3   2021/02/06 08:40:40   
Taran   437|630   Hasarin   411|552   Alu.   82   2021/02/04 15:14:46   2/3   2021/02/06 10:04:07   
Taran   387|615   Hasarin   410|536   Bebikson   82   2021/02/04 15:14:54   1/3   2021/02/06 10:06:09   
Taran   388|615   Hasarin   418|531   Bebikson   89   2021/02/04 15:15:16   1/3   2021/02/06 13:42:39   
Taran   388|615   Hasarin   450|546   Primokret   92   2021/02/04 15:15:25   2/3   2021/02/06 15:34:16   
Taran   410|592   Hasarin   454|521   Alu.   83   2021/02/04 15:15:32   3/4   2021/02/06 10:45:48   
Taran   410|592   Hasarin   456|515   DORODNY_OCHOTNIK   89   2021/02/04 15:15:47   4/4   2021/02/06 13:58:43   
Taran   394|627   Hasarin   453|557   DORODNY_OCHOTNIK   91   2021/02/04 15:15:57   1/3   2021/02/06 14:56:49   
Taran fejk   394|628   Hasarin   404|551   rugasz   77   2021/02/04 15:33:18   1/4   2021/02/06 07:59:46   
Taran   394|628   Hasarin   381|549   DORODNY_OCHOTNIK   80   2021/02/04 15:33:27   3/4   2021/02/06 09:15:24   
Taran (1)   394|628   Hasarin   394|542   fluffy1321   86   2021/02/04 15:35:28   4/4   2021/02/06 12:22:58   
Taran fejk   394|628   Hasarin   407|550   rugasz   79   2021/02/04 15:35:35   2/4   2021/02/06 08:46:42   
Taran   386|616   Hasarin   439|551   Primokret   83   2021/02/04 16:19:20   1/3   2021/02/06 12:00:14   
Taran   386|616   Hasarin   418|537   Alu.   85   2021/02/04 16:19:31   2/3   2021/02/06 12:43:07   
Taran   389|618   Hasarin   387|539   DORODNY_OCHOTNIK   79   2021/02/04 16:19:44   1/3   2021/02/06 09:29:17   
Taran   389|618   Hasarin   415|532   Bebikson   89   2021/02/04 16:19:53   2/3   2021/02/06 15:07:31   
Taran   392|626   Hasarin   441|549   Primokret   91   2021/02/04 16:20:29   3/3   2021/02/06 15:52:38   
Taran (1)   392|626   Hasarin   393|542   fluffy1321   84   2021/02/04 16:21:01   2/3   2021/02/06 12:06:12   
Taran ???   395|628   Hasarin   390|547   wojna3333   81   2021/02/04 16:21:12   2/3   2021/02/06 10:37:16   
Taran fejk   395|628   Hasarin   404|552   rugasz   76   2021/02/04 16:21:24   1/3   2021/02/06 08:12:59   
Taran fejk   393|630   Hasarin   401|555   rugasz   75   2021/02/04 16:33:13   1/3   2021/02/06 07:50:16   
Taran   393|630   Hasarin   409|542   Bebikson   89   2021/02/04 16:33:24   3/3   2021/02/06 15:08:29   
Taran   393|630   Hasarin   388|541   DORODNY_OCHOTNIK   89   2021/02/04 16:33:37   2/3   2021/02/06 14:59:16   
Taran fejk   395|630   Hasarin   402|541   rugasz   89   2021/02/04 16:34:28   3/3   2021/02/06 15:04:18   
Taran (1)   395|630   Hasarin   393|542   fluffy1321   88   2021/02/04 16:34:58   2/3   2021/02/06 14:25:40   
Taran   358|590   Hasarin   410|536   Bebikson   74   2021/02/04 16:39:16   1/4   2021/02/06 07:41:58   
Taran fejk   358|590   Hasarin   434|557   rugasz   82   2021/02/04 16:39:38   3/4   2021/02/06 11:48:52   
Taran   358|590   Hasarin   418|537   Alu.   80   2021/02/04 16:40:01   2/4   2021/02/06 10:21:46   
Taran (1)   386|623   Hasarin   396|549   fluffy1321   74   2021/02/04 17:09:11   1/5   2021/02/06 08:02:42   
Taran   386|623   Hasarin   406|539   Bebikson   86   2021/02/04 17:09:17   4/5   2021/02/06 14:07:40   
taran fejk   384|620   Hasarin   395|543   rugasz   77   2021/02/04 17:09:25   1/6   2021/02/06 09:40:05   
Taran   384|620   Hasarin   410|535   Bebikson   88   2021/02/04 17:09:35   6/6   2021/02/06 15:27:19   
Taran   379|616   Hasarin   402|541   rugasz   78   2021/02/04 19:57:53   3/5   2021/02/06 12:49:22   
Taran   391|628   Hasarin   434|557   rugasz   83   2021/02/04 19:58:12   4/4   2021/02/06 15:12:09   
Taran   391|628   Hasarin   412|554   Alu.   76   2021/02/04 19:58:20   1/4   2021/02/06 12:02:08   
Taran   391|628   Hasarin   381|547   DORODNY_OCHOTNIK   81   2021/02/04 19:58:31   3/4   2021/02/06 14:28:59   
Taran   382|620   Hasarin   412|558   rugasz   68   2021/02/04 20:03:56   1/4   2021/02/06 07:56:20   
Taran   382|620   Hasarin   411|555   Alu.   71   2021/02/04 20:04:07   2/4   2021/02/06 09:08:21   
Taran   443|587   Hasarin   439|518   Alu.   69   2021/02/04 21:00:14   1/6   2021/02/06 09:00:07   
Taran   443|587   Hasarin   386|543   DORODNY_OCHOTNIK   72   2021/02/04 21:00:32   3/6   2021/02/06 10:30:45   
Taran   441|585   Hasarin   456|515   DORODNY_OCHOTNIK   71   2021/02/04 21:00:59   2/3   2021/02/06 10:18:09   
Taran   441|585   Hasarin   459|513   Alu.   74   2021/02/04 21:01:12   3/3   2021/02/06 11:40:26   
Taran   436|578   Hasarin   456|514   Alu.   67   2021/02/04 21:07:31   2/2   2021/02/06 08:02:54   
Taran   432|574   Hasarin   459|513   Alu.   66   2021/02/04 21:08:04   1/1   2021/02/06 07:52:42   
Taran   445|585   Hasarin   385|541   DORODNY_OCHOTNIK   74   2021/02/04 21:08:26   2/2   2021/02/06 11:53:34   
Taran   445|585   Hasarin   442|518   Alu.   67   2021/02/04 21:08:43   1/2   2021/02/06 08:04:34   
Taran   443|586   Hasarin   431|517   Bebikson   70   2021/02/04 21:09:00   1/3   2021/02/06 09:37:37   
Taran   431|580   Hasarin   456|515   DORODNY_OCHOTNIK   69   2021/02/04 21:24:33   1/2   2021/02/06 09:40:51   
Taran   441|588   Hasarin   434|520   Alu.   68   2021/02/04 21:24:47   2/4   2021/02/06 09:01:00   
Taran   441|588   Hasarin   385|541   DORODNY_OCHOTNIK   73   2021/02/04 21:24:56   4/4   2021/02/06 11:29:36   
Taran   436|582   Hasarin   456|515   DORODNY_OCHOTNIK   69   2021/02/04 21:25:10   1/2   2021/02/06 09:50:13   
Taran   441|591   Hasarin   438|522   Alu.   69   2021/02/04 21:25:32   2/5   2021/02/06 09:23:49   
Taran   441|591   Hasarin   466|529   DORODNY_OCHOTNIK   66   2021/02/04 21:25:43   1/5   2021/02/06 08:14:48   
Taran   441|592   Hasarin   437|524   Alu.   68   2021/02/04 21:25:52   1/3   2021/02/06 08:54:33   
Taran   437|592   Hasarin   436|520   Bebikson   72   2021/02/04 21:28:05   3/5   2021/02/06 10:58:18   
Taran   437|592   Hasarin   431|518   Bebikson   74   2021/02/04 21:28:15   4/5   2021/02/06 12:08:20   
Taran   437|592   Hasarin   390|546   wojna3333   65   2021/02/04 21:28:26   1/5   2021/02/06 07:43:35   
Taran   438|593   Hasarin   380|547   DORODNY_OCHOTNIK   74   2021/02/04 21:28:41   2/3   2021/02/06 12:02:02   
Taran   439|593   Hasarin   453|524   Primokret   70   2021/02/04 21:28:52   2/3   2021/02/06 10:09:03   
Taran   439|594   Hasarin   456|515   DORODNY_OCHOTNIK   80   2021/02/04 21:29:04   3/3   2021/02/06 15:34:19   
Taran   439|594   Hasarin   432|524   Bebikson   70   2021/02/04 21:29:14   2/3   2021/02/06 10:07:38   
Taran   442|596   Hasarin   395|543   rugasz   70   2021/02/04 21:29:20   2/4   2021/02/06 10:23:01   
Taran   442|596   Hasarin   454|528   Primokret   69   2021/02/04 21:29:39   1/4   2021/02/06 09:27:29   
fejjk   444|590   Hasarin   476|533   DORODNY_OCHOTNIK   65   2021/02/04 21:30:03   1/3   2021/02/06 07:32:48   
Taran   438|594   Hasarin   382|538   DORODNY_OCHOTNIK   79   2021/02/04 21:30:19   1/2   2021/02/06 14:45:11   
Taran   416|590   Hasarin   431|517   Bebikson   74   2021/02/04 21:30:40   3/4   2021/02/06 12:19:35   
Taran   411|593   Hasarin   445|519   Alu.   81   2021/02/04 21:31:11   6/6   2021/02/06 15:56:06   
Taran   411|594   Hasarin   438|523   Alu.   75   2021/02/04 21:31:57   3/4   2021/02/06 13:05:43   
Taran   411|594   Hasarin   431|518   Bebikson   78   2021/02/04 21:32:04   4/4   2021/02/06 14:27:55   
